,time,price actual
119,2015-01-05 23:00:00+01:00,72.18
120,2015-01-06 00:00:00+01:00,71.48
121,2015-01-06 01:00:00+01:00,64.76
122,2015-01-06 02:00:00+01:00,60.22
123,2015-01-06 03:00:00+01:00,57.14
124,2015-01-06 04:00:00+01:00,53.94
125,2015-01-06 05:00:00+01:00,53.43
126,2015-01-06 06:00:00+01:00,56.68
127,2015-01-06 07:00:00+01:00,63.49
128,2015-01-06 08:00:00+01:00,66.75
129,2015-01-06 09:00:00+01:00,73.07
130,2015-01-06 10:00:00+01:00,78.95
131,2015-01-06 11:00:00+01:00,75.91
132,2015-01-06 12:00:00+01:00,73.12
133,2015-01-06 13:00:00+01:00,68.02
134,2015-01-06 14:00:00+01:00,66.67
135,2015-01-06 15:00:00+01:00,65.08
136,2015-01-06 16:00:00+01:00,66.1
137,2015-01-06 17:00:00+01:00,72.0
138,2015-01-06 18:00:00+01:00,78.6
139,2015-01-06 19:00:00+01:00,81.18
140,2015-01-06 20:00:00+01:00,81.65
141,2015-01-06 21:00:00+01:00,78.63
142,2015-01-06 22:00:00+01:00,73.2
143,2015-01-06 23:00:00+01:00,72.46
144,2015-01-07 00:00:00+01:00,67.24
145,2015-01-07 01:00:00+01:00,64.17
146,2015-01-07 02:00:00+01:00,62.12
147,2015-01-07 03:00:00+01:00,62.11
148,2015-01-07 04:00:00+01:00,60.05
149,2015-01-07 05:00:00+01:00,62.48
150,2015-01-07 06:00:00+01:00,70.01
151,2015-01-07 07:00:00+01:00,75.2
152,2015-01-07 08:00:00+01:00,83.3
153,2015-01-07 09:00:00+01:00,93.14
154,2015-01-07 10:00:00+01:00,100.45
155,2015-01-07 11:00:00+01:00,95.17
156,2015-01-07 12:00:00+01:00,85.23
157,2015-01-07 13:00:00+01:00,81.5
158,2015-01-07 14:00:00+01:00,77.29
159,2015-01-07 15:00:00+01:00,76.61
160,2015-01-07 16:00:00+01:00,77.15
161,2015-01-07 17:00:00+01:00,79.51
162,2015-01-07 18:00:00+01:00,91.05
163,2015-01-07 19:00:00+01:00,95.29
164,2015-01-07 20:00:00+01:00,91.25
165,2015-01-07 21:00:00+01:00,87.08
166,2015-01-07 22:00:00+01:00,78.15
167,2015-01-07 23:00:00+01:00,75.07
168,2015-01-08 00:00:00+01:00,73.73
169,2015-01-08 01:00:00+01:00,70.99
170,2015-01-08 02:00:00+01:00,68.3
171,2015-01-08 03:00:00+01:00,64.22
172,2015-01-08 04:00:00+01:00,63.53
173,2015-01-08 05:00:00+01:00,66.7
174,2015-01-08 06:00:00+01:00,69.79
175,2015-01-08 07:00:00+01:00,75.57
176,2015-01-08 08:00:00+01:00,82.36
177,2015-01-08 09:00:00+01:00,87.03
178,2015-01-08 10:00:00+01:00,91.08
179,2015-01-08 11:00:00+01:00,89.29
180,2015-01-08 12:00:00+01:00,85.45
181,2015-01-08 13:00:00+01:00,80.33
182,2015-01-08 14:00:00+01:00,77.33
183,2015-01-08 15:00:00+01:00,77.03
184,2015-01-08 16:00:00+01:00,78.15
185,2015-01-08 17:00:00+01:00,80.48
186,2015-01-08 18:00:00+01:00,90.87
187,2015-01-08 19:00:00+01:00,94.11
188,2015-01-08 20:00:00+01:00,90.26
189,2015-01-08 21:00:00+01:00,84.66
190,2015-01-08 22:00:00+01:00,77.05
191,2015-01-08 23:00:00+01:00,73.14
192,2015-01-09 00:00:00+01:00,67.7
193,2015-01-09 01:00:00+01:00,61.05
194,2015-01-09 02:00:00+01:00,59.61
195,2015-01-09 03:00:00+01:00,58.65
196,2015-01-09 04:00:00+01:00,58.4
197,2015-01-09 05:00:00+01:00,59.77
198,2015-01-09 06:00:00+01:00,68.38
199,2015-01-09 07:00:00+01:00,75.5
200,2015-01-09 08:00:00+01:00,81.67
201,2015-01-09 09:00:00+01:00,85.8
202,2015-01-09 10:00:00+01:00,92.0
203,2015-01-09 11:00:00+01:00,89.66
204,2015-01-09 12:00:00+01:00,85.5
205,2015-01-09 13:00:00+01:00,81.22
206,2015-01-09 14:00:00+01:00,77.08
207,2015-01-09 15:00:00+01:00,77.33
208,2015-01-09 16:00:00+01:00,80.09
209,2015-01-09 17:00:00+01:00,81.64
210,2015-01-09 18:00:00+01:00,88.51
211,2015-01-09 19:00:00+01:00,89.0
212,2015-01-09 20:00:00+01:00,87.11
213,2015-01-09 21:00:00+01:00,82.13
214,2015-01-09 22:00:00+01:00,78.39
215,2015-01-09 23:00:00+01:00,72.17
216,2015-01-10 00:00:00+01:00,61.8
217,2015-01-10 01:00:00+01:00,59.46
218,2015-01-10 02:00:00+01:00,55.97
219,2015-01-10 03:00:00+01:00,55.03
220,2015-01-10 04:00:00+01:00,54.53
221,2015-01-10 05:00:00+01:00,55.44
222,2015-01-10 06:00:00+01:00,57.22
223,2015-01-10 07:00:00+01:00,63.84
224,2015-01-10 08:00:00+01:00,71.4
225,2015-01-10 09:00:00+01:00,74.51
226,2015-01-10 10:00:00+01:00,77.05
227,2015-01-10 11:00:00+01:00,75.49
228,2015-01-10 12:00:00+01:00,74.23
229,2015-01-10 13:00:00+01:00,74.0
230,2015-01-10 14:00:00+01:00,72.86
231,2015-01-10 15:00:00+01:00,69.68
232,2015-01-10 16:00:00+01:00,68.36
233,2015-01-10 17:00:00+01:00,71.77
234,2015-01-10 18:00:00+01:00,77.55
235,2015-01-10 19:00:00+01:00,78.67
236,2015-01-10 20:00:00+01:00,78.46
237,2015-01-10 21:00:00+01:00,78.1
238,2015-01-10 22:00:00+01:00,70.98
239,2015-01-10 23:00:00+01:00,62.14
240,2015-01-11 00:00:00+01:00,60.35
241,2015-01-11 01:00:00+01:00,54.98
242,2015-01-11 02:00:00+01:00,53.36
243,2015-01-11 03:00:00+01:00,52.62
244,2015-01-11 04:00:00+01:00,49.17
245,2015-01-11 05:00:00+01:00,47.97
246,2015-01-11 06:00:00+01:00,49.1
247,2015-01-11 07:00:00+01:00,49.91
248,2015-01-11 08:00:00+01:00,51.53
249,2015-01-11 09:00:00+01:00,55.87
250,2015-01-11 10:00:00+01:00,55.81
251,2015-01-11 11:00:00+01:00,54.7
252,2015-01-11 12:00:00+01:00,52.89
253,2015-01-11 13:00:00+01:00,54.58
254,2015-01-11 14:00:00+01:00,54.82
255,2015-01-11 15:00:00+01:00,52.08
256,2015-01-11 16:00:00+01:00,52.05
257,2015-01-11 17:00:00+01:00,55.59
258,2015-01-11 18:00:00+01:00,77.6
259,2015-01-11 19:00:00+01:00,80.36
260,2015-01-11 20:00:00+01:00,82.29
261,2015-01-11 21:00:00+01:00,82.47
262,2015-01-11 22:00:00+01:00,78.06
263,2015-01-11 23:00:00+01:00,70.13
264,2015-01-12 00:00:00+01:00,60.81
265,2015-01-12 01:00:00+01:00,58.27
266,2015-01-12 02:00:00+01:00,53.65
267,2015-01-12 03:00:00+01:00,51.95
268,2015-01-12 04:00:00+01:00,51.4
269,2015-01-12 05:00:00+01:00,52.93
270,2015-01-12 06:00:00+01:00,58.8
271,2015-01-12 07:00:00+01:00,70.52
272,2015-01-12 08:00:00+01:00,75.72
273,2015-01-12 09:00:00+01:00,81.92
274,2015-01-12 10:00:00+01:00,85.63
275,2015-01-12 11:00:00+01:00,86.76
276,2015-01-12 12:00:00+01:00,82.78
277,2015-01-12 13:00:00+01:00,76.7
278,2015-01-12 14:00:00+01:00,74.35
279,2015-01-12 15:00:00+01:00,73.6
280,2015-01-12 16:00:00+01:00,74.74
281,2015-01-12 17:00:00+01:00,76.34
282,2015-01-12 18:00:00+01:00,84.23
283,2015-01-12 19:00:00+01:00,87.72
284,2015-01-12 20:00:00+01:00,86.54
285,2015-01-12 21:00:00+01:00,81.3
286,2015-01-12 22:00:00+01:00,69.06
287,2015-01-12 23:00:00+01:00,62.43
288,2015-01-13 00:00:00+01:00,55.61
289,2015-01-13 01:00:00+01:00,52.54
290,2015-01-13 02:00:00+01:00,50.97
291,2015-01-13 03:00:00+01:00,49.57
292,2015-01-13 04:00:00+01:00,48.74
293,2015-01-13 05:00:00+01:00,49.56
294,2015-01-13 06:00:00+01:00,53.96
295,2015-01-13 07:00:00+01:00,65.89
296,2015-01-13 08:00:00+01:00,73.97
297,2015-01-13 09:00:00+01:00,78.25
298,2015-01-13 10:00:00+01:00,83.44
299,2015-01-13 11:00:00+01:00,81.74
300,2015-01-13 12:00:00+01:00,78.22
301,2015-01-13 13:00:00+01:00,74.18
302,2015-01-13 14:00:00+01:00,69.45
303,2015-01-13 15:00:00+01:00,69.58
304,2015-01-13 16:00:00+01:00,72.97
305,2015-01-13 17:00:00+01:00,75.59
306,2015-01-13 18:00:00+01:00,86.26
307,2015-01-13 19:00:00+01:00,88.57
308,2015-01-13 20:00:00+01:00,87.32
309,2015-01-13 21:00:00+01:00,80.78
310,2015-01-13 22:00:00+01:00,77.41
311,2015-01-13 23:00:00+01:00,67.0
312,2015-01-14 00:00:00+01:00,60.23
313,2015-01-14 01:00:00+01:00,54.69
314,2015-01-14 02:00:00+01:00,53.88
315,2015-01-14 03:00:00+01:00,53.19
316,2015-01-14 04:00:00+01:00,52.57
317,2015-01-14 05:00:00+01:00,57.13
318,2015-01-14 06:00:00+01:00,70.06
319,2015-01-14 07:00:00+01:00,76.53
320,2015-01-14 08:00:00+01:00,83.97
321,2015-01-14 09:00:00+01:00,92.24
322,2015-01-14 10:00:00+01:00,97.95
323,2015-01-14 11:00:00+01:00,94.52
324,2015-01-14 12:00:00+01:00,86.31
325,2015-01-14 13:00:00+01:00,79.91
326,2015-01-14 14:00:00+01:00,76.06
327,2015-01-14 15:00:00+01:00,75.64
328,2015-01-14 16:00:00+01:00,77.09
329,2015-01-14 17:00:00+01:00,79.62
330,2015-01-14 18:00:00+01:00,88.06
331,2015-01-14 19:00:00+01:00,88.75
332,2015-01-14 20:00:00+01:00,86.91
333,2015-01-14 21:00:00+01:00,79.91
334,2015-01-14 22:00:00+01:00,70.11
335,2015-01-14 23:00:00+01:00,59.27
336,2015-01-15 00:00:00+01:00,49.14
337,2015-01-15 01:00:00+01:00,45.38
338,2015-01-15 02:00:00+01:00,43.68
339,2015-01-15 03:00:00+01:00,42.49
340,2015-01-15 04:00:00+01:00,40.7
341,2015-01-15 05:00:00+01:00,41.48
342,2015-01-15 06:00:00+01:00,46.24
343,2015-01-15 07:00:00+01:00,56.67
344,2015-01-15 08:00:00+01:00,69.9
345,2015-01-15 09:00:00+01:00,76.22
346,2015-01-15 10:00:00+01:00,79.18
347,2015-01-15 11:00:00+01:00,77.66
348,2015-01-15 12:00:00+01:00,70.25
349,2015-01-15 13:00:00+01:00,57.96
350,2015-01-15 14:00:00+01:00,54.4
351,2015-01-15 15:00:00+01:00,53.87
352,2015-01-15 16:00:00+01:00,57.8
353,2015-01-15 17:00:00+01:00,65.77
354,2015-01-15 18:00:00+01:00,78.95
355,2015-01-15 19:00:00+01:00,80.36
356,2015-01-15 20:00:00+01:00,79.38
357,2015-01-15 21:00:00+01:00,70.31
358,2015-01-15 22:00:00+01:00,56.77
359,2015-01-15 23:00:00+01:00,53.49
360,2015-01-16 00:00:00+01:00,45.92
361,2015-01-16 01:00:00+01:00,43.7
362,2015-01-16 02:00:00+01:00,42.91
363,2015-01-16 03:00:00+01:00,42.15
364,2015-01-16 04:00:00+01:00,42.73
365,2015-01-16 05:00:00+01:00,45.02
366,2015-01-16 06:00:00+01:00,50.41
367,2015-01-16 07:00:00+01:00,66.58
368,2015-01-16 08:00:00+01:00,78.3
369,2015-01-16 09:00:00+01:00,85.84
370,2015-01-16 10:00:00+01:00,89.11
371,2015-01-16 11:00:00+01:00,85.59
372,2015-01-16 12:00:00+01:00,78.55
373,2015-01-16 13:00:00+01:00,71.22
374,2015-01-16 14:00:00+01:00,61.29
375,2015-01-16 15:00:00+01:00,59.4
376,2015-01-16 16:00:00+01:00,66.69
377,2015-01-16 17:00:00+01:00,71.61
378,2015-01-16 18:00:00+01:00,82.21
379,2015-01-16 19:00:00+01:00,84.46
380,2015-01-16 20:00:00+01:00,82.09
381,2015-01-16 21:00:00+01:00,76.0
382,2015-01-16 22:00:00+01:00,68.82
383,2015-01-16 23:00:00+01:00,58.81
384,2015-01-17 00:00:00+01:00,50.65
385,2015-01-17 01:00:00+01:00,47.98
386,2015-01-17 02:00:00+01:00,46.67
387,2015-01-17 03:00:00+01:00,46.66
388,2015-01-17 04:00:00+01:00,45.48
389,2015-01-17 05:00:00+01:00,46.52
390,2015-01-17 06:00:00+01:00,47.61
391,2015-01-17 07:00:00+01:00,51.97
392,2015-01-17 08:00:00+01:00,58.88
393,2015-01-17 09:00:00+01:00,68.81
394,2015-01-17 10:00:00+01:00,73.52
395,2015-01-17 11:00:00+01:00,73.67
396,2015-01-17 12:00:00+01:00,71.88
397,2015-01-17 13:00:00+01:00,68.06
398,2015-01-17 14:00:00+01:00,58.83
399,2015-01-17 15:00:00+01:00,51.47
400,2015-01-17 16:00:00+01:00,51.0
401,2015-01-17 17:00:00+01:00,55.19
402,2015-01-17 18:00:00+01:00,72.1
403,2015-01-17 19:00:00+01:00,75.99
404,2015-01-17 20:00:00+01:00,74.0
405,2015-01-17 21:00:00+01:00,70.78
406,2015-01-17 22:00:00+01:00,57.88
407,2015-01-17 23:00:00+01:00,53.7
408,2015-01-18 00:00:00+01:00,54.28
409,2015-01-18 01:00:00+01:00,50.61
410,2015-01-18 02:00:00+01:00,44.42
411,2015-01-18 03:00:00+01:00,41.89
412,2015-01-18 04:00:00+01:00,40.46
413,2015-01-18 05:00:00+01:00,41.77
414,2015-01-18 06:00:00+01:00,42.1
415,2015-01-18 07:00:00+01:00,45.21
416,2015-01-18 08:00:00+01:00,47.87
417,2015-01-18 09:00:00+01:00,53.03
418,2015-01-18 10:00:00+01:00,56.4
419,2015-01-18 11:00:00+01:00,64.8
420,2015-01-18 12:00:00+01:00,62.38
421,2015-01-18 13:00:00+01:00,66.25
422,2015-01-18 14:00:00+01:00,66.2
423,2015-01-18 15:00:00+01:00,60.23
424,2015-01-18 16:00:00+01:00,59.38
425,2015-01-18 17:00:00+01:00,58.14
426,2015-01-18 18:00:00+01:00,69.59
427,2015-01-18 19:00:00+01:00,74.81
428,2015-01-18 20:00:00+01:00,74.28
429,2015-01-18 21:00:00+01:00,73.59
430,2015-01-18 22:00:00+01:00,68.64
431,2015-01-18 23:00:00+01:00,59.72
432,2015-01-19 00:00:00+01:00,54.84
433,2015-01-19 01:00:00+01:00,49.19
434,2015-01-19 02:00:00+01:00,46.43
435,2015-01-19 03:00:00+01:00,42.18
436,2015-01-19 04:00:00+01:00,40.08
437,2015-01-19 05:00:00+01:00,44.03
438,2015-01-19 06:00:00+01:00,50.25
439,2015-01-19 07:00:00+01:00,61.48
440,2015-01-19 08:00:00+01:00,69.97
441,2015-01-19 09:00:00+01:00,77.42
442,2015-01-19 10:00:00+01:00,79.88
443,2015-01-19 11:00:00+01:00,79.56
444,2015-01-19 12:00:00+01:00,74.48
445,2015-01-19 13:00:00+01:00,69.32
446,2015-01-19 14:00:00+01:00,63.24
447,2015-01-19 15:00:00+01:00,63.06
448,2015-01-19 16:00:00+01:00,68.6
449,2015-01-19 17:00:00+01:00,74.64
450,2015-01-19 18:00:00+01:00,86.83
451,2015-01-19 19:00:00+01:00,88.95
452,2015-01-19 20:00:00+01:00,87.94
453,2015-01-19 21:00:00+01:00,83.12
454,2015-01-19 22:00:00+01:00,75.57
455,2015-01-19 23:00:00+01:00,69.89
456,2015-01-20 00:00:00+01:00,57.6
457,2015-01-20 01:00:00+01:00,53.55
458,2015-01-20 02:00:00+01:00,52.35
459,2015-01-20 03:00:00+01:00,50.3
460,2015-01-20 04:00:00+01:00,49.46
461,2015-01-20 05:00:00+01:00,51.79
462,2015-01-20 06:00:00+01:00,56.08
463,2015-01-20 07:00:00+01:00,70.93
464,2015-01-20 08:00:00+01:00,80.62
465,2015-01-20 09:00:00+01:00,83.78
466,2015-01-20 10:00:00+01:00,92.88
467,2015-01-20 11:00:00+01:00,90.6
468,2015-01-20 12:00:00+01:00,86.02
469,2015-01-20 13:00:00+01:00,81.19
470,2015-01-20 14:00:00+01:00,79.26
471,2015-01-20 15:00:00+01:00,79.15
472,2015-01-20 16:00:00+01:00,79.79
473,2015-01-20 17:00:00+01:00,84.12
474,2015-01-20 18:00:00+01:00,89.84
475,2015-01-20 19:00:00+01:00,90.69
476,2015-01-20 20:00:00+01:00,89.56
477,2015-01-20 21:00:00+01:00,85.41
478,2015-01-20 22:00:00+01:00,78.73
479,2015-01-20 23:00:00+01:00,71.82
480,2015-01-21 00:00:00+01:00,70.53
481,2015-01-21 01:00:00+01:00,59.37
482,2015-01-21 02:00:00+01:00,56.97
483,2015-01-21 03:00:00+01:00,54.04
484,2015-01-21 04:00:00+01:00,52.15
485,2015-01-21 05:00:00+01:00,53.32
486,2015-01-21 06:00:00+01:00,55.91
487,2015-01-21 07:00:00+01:00,68.61
488,2015-01-21 08:00:00+01:00,76.21
489,2015-01-21 09:00:00+01:00,78.3
490,2015-01-21 10:00:00+01:00,83.04
491,2015-01-21 11:00:00+01:00,80.02
492,2015-01-21 12:00:00+01:00,74.73
493,2015-01-21 13:00:00+01:00,67.08
494,2015-01-21 14:00:00+01:00,61.83
495,2015-01-21 15:00:00+01:00,61.84
496,2015-01-21 16:00:00+01:00,61.8
497,2015-01-21 17:00:00+01:00,70.91
498,2015-01-21 18:00:00+01:00,80.27
499,2015-01-21 19:00:00+01:00,78.82
500,2015-01-21 20:00:00+01:00,75.67
501,2015-01-21 21:00:00+01:00,65.81
502,2015-01-21 22:00:00+01:00,61.64
503,2015-01-21 23:00:00+01:00,55.47
504,2015-01-22 00:00:00+01:00,50.5
505,2015-01-22 01:00:00+01:00,48.08
506,2015-01-22 02:00:00+01:00,46.15
507,2015-01-22 03:00:00+01:00,42.91
508,2015-01-22 04:00:00+01:00,42.11
509,2015-01-22 05:00:00+01:00,42.31
510,2015-01-22 06:00:00+01:00,48.23
511,2015-01-22 07:00:00+01:00,53.17
512,2015-01-22 08:00:00+01:00,70.72
513,2015-01-22 09:00:00+01:00,73.93
514,2015-01-22 10:00:00+01:00,78.61
515,2015-01-22 11:00:00+01:00,77.13
516,2015-01-22 12:00:00+01:00,70.98
517,2015-01-22 13:00:00+01:00,67.09
518,2015-01-22 14:00:00+01:00,61.68
519,2015-01-22 15:00:00+01:00,61.59
520,2015-01-22 16:00:00+01:00,65.0
521,2015-01-22 17:00:00+01:00,73.58
522,2015-01-22 18:00:00+01:00,83.65
523,2015-01-22 19:00:00+01:00,83.57
524,2015-01-22 20:00:00+01:00,82.46
525,2015-01-22 21:00:00+01:00,78.29
526,2015-01-22 22:00:00+01:00,70.61
527,2015-01-22 23:00:00+01:00,62.33
528,2015-01-23 00:00:00+01:00,53.63
529,2015-01-23 01:00:00+01:00,51.21
530,2015-01-23 02:00:00+01:00,48.45
531,2015-01-23 03:00:00+01:00,47.03
532,2015-01-23 04:00:00+01:00,43.58
533,2015-01-23 05:00:00+01:00,46.46
534,2015-01-23 06:00:00+01:00,52.28
535,2015-01-23 07:00:00+01:00,65.64
536,2015-01-23 08:00:00+01:00,76.4
537,2015-01-23 09:00:00+01:00,79.97
538,2015-01-23 10:00:00+01:00,84.61
539,2015-01-23 11:00:00+01:00,83.52
540,2015-01-23 12:00:00+01:00,78.96
541,2015-01-23 13:00:00+01:00,72.31
542,2015-01-23 14:00:00+01:00,61.96
543,2015-01-23 15:00:00+01:00,60.84
544,2015-01-23 16:00:00+01:00,65.34
545,2015-01-23 17:00:00+01:00,72.57
546,2015-01-23 18:00:00+01:00,81.1
547,2015-01-23 19:00:00+01:00,83.19
548,2015-01-23 20:00:00+01:00,81.51
549,2015-01-23 21:00:00+01:00,77.05
550,2015-01-23 22:00:00+01:00,71.83
551,2015-01-23 23:00:00+01:00,62.47
552,2015-01-24 00:00:00+01:00,58.78
553,2015-01-24 01:00:00+01:00,55.81
554,2015-01-24 02:00:00+01:00,52.97
555,2015-01-24 03:00:00+01:00,47.79
556,2015-01-24 04:00:00+01:00,46.26
557,2015-01-24 05:00:00+01:00,45.91
558,2015-01-24 06:00:00+01:00,49.59
559,2015-01-24 07:00:00+01:00,52.15
560,2015-01-24 08:00:00+01:00,51.86
561,2015-01-24 09:00:00+01:00,61.01
562,2015-01-24 10:00:00+01:00,65.95
563,2015-01-24 11:00:00+01:00,66.22
564,2015-01-24 12:00:00+01:00,64.49
565,2015-01-24 13:00:00+01:00,61.74
566,2015-01-24 14:00:00+01:00,55.08
567,2015-01-24 15:00:00+01:00,52.73
568,2015-01-24 16:00:00+01:00,50.31
569,2015-01-24 17:00:00+01:00,54.34
570,2015-01-24 18:00:00+01:00,66.75
571,2015-01-24 19:00:00+01:00,71.35
572,2015-01-24 20:00:00+01:00,71.07
573,2015-01-24 21:00:00+01:00,70.56
574,2015-01-24 22:00:00+01:00,63.13
575,2015-01-24 23:00:00+01:00,59.27
576,2015-01-25 00:00:00+01:00,56.05
577,2015-01-25 01:00:00+01:00,47.86
578,2015-01-25 02:00:00+01:00,41.52
579,2015-01-25 03:00:00+01:00,42.01
580,2015-01-25 04:00:00+01:00,39.03
581,2015-01-25 05:00:00+01:00,40.91
582,2015-01-25 06:00:00+01:00,43.87
583,2015-01-25 07:00:00+01:00,41.6
584,2015-01-25 08:00:00+01:00,45.71
585,2015-01-25 09:00:00+01:00,51.62
586,2015-01-25 10:00:00+01:00,52.07
587,2015-01-25 11:00:00+01:00,51.07
588,2015-01-25 12:00:00+01:00,51.36
589,2015-01-25 13:00:00+01:00,51.25
590,2015-01-25 14:00:00+01:00,49.62
591,2015-01-25 15:00:00+01:00,47.64
592,2015-01-25 16:00:00+01:00,48.31
593,2015-01-25 17:00:00+01:00,51.88
594,2015-01-25 18:00:00+01:00,69.2
595,2015-01-25 19:00:00+01:00,76.85
596,2015-01-25 20:00:00+01:00,77.7
597,2015-01-25 21:00:00+01:00,75.83
598,2015-01-25 22:00:00+01:00,69.17
599,2015-01-25 23:00:00+01:00,62.28
600,2015-01-26 00:00:00+01:00,54.33
601,2015-01-26 01:00:00+01:00,49.56
602,2015-01-26 02:00:00+01:00,46.26
603,2015-01-26 03:00:00+01:00,45.91
604,2015-01-26 04:00:00+01:00,45.64
605,2015-01-26 05:00:00+01:00,47.58
606,2015-01-26 06:00:00+01:00,54.67
607,2015-01-26 07:00:00+01:00,68.6
